사업장명,시도명,시군구명,사업장업종명,세차유형,소재지도로명주소,휴무일,평일운영시작시각,평일운영종료시각,휴일운영시작시각,휴일운영종료시각,세차요금정보,대표자명,세차장전화번호,수질허가번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
사북셀프세차타운,강원도,정선군,세차장,자동차세차,강원도 정선군 사북읍 소금강로 3524,,,,,,,이용우,,2009-00002,37.228639,128.838871,2020-07-14,4290000,강원도 정선군
진성주유소,강원도,정선군,세차장,자동차세차,강원도 정선군 정선읍 애산로 1,,,,,,,신경철,,2016-00001,37.3723563969,128.6698300115,2020-07-14,4290000,강원도 정선군
정원세차장,강원도,정선군,세차장,자동차세차,강원도 정선군 신동읍 의림로 201,,,,,,,이형만,,2016-00002,37.210675,128.641240,2020-07-14,4290000,강원도 정선군
케이워시 (K WASH),강원도,정선군,세차장,자동차세차,강원도 정선군 북평면 북평7길 20,,,,,,,김현수,,2017-00002,37.4475121893,128.667182,2020-07-14,4290000,강원도 정선군
아리랑 셀프워시,강원도,정선군,세차장,자동차세차,강원도 정선군 정선읍 북실안길 18,,,,,,,김태하,,2018-00002,37.3781515512,128.6497776184,2020-07-14,4290000,강원도 정선군
꼼꼼세차장,전라북도,순창군,세차업,수동세차,전라북도 순창군 순창읍 순화로 23,,,,,,,문광철,063-653-2244,4770000-22-2005-00014,35.3762701840,127.1367781097,2020-07-02,4770000,전라북도 순창군
현대세차장,전라북도,순창군,세차업,수동세차,전라북도 순창군 순창읍 장류로 391,,,,,,,김경호,000-000-0000,4770000-22-2006-00005,35.3762281170,127.1450273264,2020-07-02,4770000,전라북도 순창군
대림셀프세차타운,전라북도,순창군,셀프세차장,셀프세차,전라북도 순창군 순창읍 순창로 258-13,,,,,,,김순희,063-653-8380,4770000-22-2007-00018,35.3782614888,127.145084,2020-07-02,4770000,전라북도 순창군
반석세차타운,전라북도,순창군,세차업,수동세차,전라북도 순창군 순창읍 양지길 91,,,,,,,김성식,063-653-2999,4770000-22-2012-00001,35.3753645491,127.146653,2020-07-02,4770000,전라북도 순창군
대원자동차공업사,대전광역시,서구,자동차종합수리업,,대전광역시 서구 도산로181번길 21(변동),,,,,,,전용배외1,,07월 06일,36.32467621,127.3777138,2020-06-30,3660000,대전광역시 서구
대한모터스,대전광역시,서구,자동차세차업,,대전광역시 서구 도산로 226(변동),,,,,,,임영근,,07월 16일,36.32791241,127.3813678,2020-06-30,3660000,대전광역시 서구
한밭카정비공업사,대전광역시,서구,자동차수리업,,대전광역시 서구 갈마로 52(갈마동),,,,,,,박상식,,07월 25일,36.3477904,127.3691761,2020-06-30,3660000,대전광역시 서구
하나모터스,대전광역시,서구,자동차수리업,,대전광역시 서구 변동로 71(변동),,,,,,,이병국,,7-32,36.3250468,127.3810913,2020-06-30,3660000,대전광역시 서구
시민택시(자),대전광역시,서구,택시운송업,,대전광역시 서구 도산로 477(탄방동),,,,,,,홍현진,,7-46,36.34440883,127.4008261,2020-06-30,3660000,대전광역시 서구
도마주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 도산로 27(도마동),,,,,,,이정수,,7-50,36.3119342,127.3820769,2020-06-30,3660000,대전광역시 서구
씽씽카세차장,대전광역시,서구,자동차세차업,,대전광역시 서구 도산로 243-7(내동),,,,,,,김민수,,07월 14일,36.3296484,127.3816447,2020-06-30,3660000,대전광역시 서구
T스테이션용문점,대전광역시,서구,자동차수리업,,대전광역시 서구 용문동 227-8,,,,,,,김기용,,7-60,36.341977,127.398062,2020-06-30,3660000,대전광역시 서구
한빛카써비스,대전광역시,서구,자동차수리업,,대전광역시 서구 도산로 88(도마동),,,,,,,박원찬,,7-62,36.31641401,127.3789158,2020-06-30,3660000,대전광역시 서구
낙원자동차써비스,대전광역시,서구,자동차수리업,,대전광역시 서구 변동로 94(변동),,,,,,,이진성,,7-65,36.32392314,127.3832785,2020-06-30,3660000,대전광역시 서구
탑세차장,대전광역시,서구,자동차세차업,,대전광역시 서구 유등로 657(탄방동),,,,,,,황선학,,7-72,36.3455584,127.4013058,2020-06-30,3660000,대전광역시 서구
대하카인테리어,대전광역시,서구,자동차수리업,,대전광역시 서구 변동로 95(변동),,,,,,,김덕원,,7-80,36.3243581,127.3836057,2020-06-30,3660000,대전광역시 서구
프로세차장,대전광역시,서구,자동차세차업,,대전광역시 서구 신갈마로 195(갈마동),,,,,,,김병길,,7-82,36.35123762,127.3678557,2020-06-30,3660000,대전광역시 서구
굿모닝주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 계백로 1376(도마동),,,,,,,김대인,,7-84,36.31066536,127.3752055,2020-06-30,3660000,대전광역시 서구
(합)경일운수,대전광역시,서구,택시운송업,,대전광역시 서구 계룡로354번길 88(갈마동),,,,,,,김남중,,7-89,36.3494927,127.3672099664,2020-06-30,3660000,대전광역시 서구
로얄카센타,대전광역시,서구,자동차수리업,,대전광역시 서구 계룡로 522(탄방동),,,,,,,전상은,,7-93,36.343116,127.3815104,2020-06-30,3660000,대전광역시 서구
갈마주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 신갈마로 130(갈마동),,,,,,,"전덕하,?김배현",,7-92,36.34527967,127.3688214,2020-06-30,3660000,대전광역시 서구
화인카,대전광역시,서구,자동차세차업,,대전광역시 서구 도산로 347(용문동),,,,,,,하문수,,7-100,36.33630896,127.3899584,2020-06-30,3660000,대전광역시 서구
SK네트웍스㈜만년교주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 계룡로 202(월평동),,,,,,,대표이사,,7-108,36.3505702,127.3526259,2020-06-30,3660000,대전광역시 서구
삼정주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 대덕대로 384(만년동),,,,,,,서정준,,7-117,36.3670905,127.3800186,2020-06-30,3660000,대전광역시 서구
괴정주유소,대전광역시,서구,자동차수리업,,대전광역시 서구 괴정로 113(괴정동),,,,,,,정원준,,7-119,36.3377128,127.3856162,2020-06-30,3660000,대전광역시 서구
케이디에너지,대전광역시,서구,주유소운영업,,대전광역시 서구 월평중로 28(월평동),,,,,,,구귀영,,7-125,36.3570039,127.3641978,2020-06-30,3660000,대전광역시 서구
복음자동차공업사,대전광역시,서구,자동차수리업,,대전광역시 서구 도마로 91(변동),,,,,,,오택주,,7-128,36.32200457,127.3801598,2020-06-30,3660000,대전광역시 서구
유진주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 동서대로 1069(내동),,,,,,,김유진,,7-136,36.32986755,127.3798149,2020-06-30,3660000,대전광역시 서구
㈜연정 주홍셀프,대전광역시,서구,주유소운영업,,대전광역시 서구 도산로 475(탄방동),,,,,,,대표이사,,7-145,36.34417608,127.4003542,2020-06-30,3660000,대전광역시 서구
중도석유(주)대덕주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 월평북로 84(월평동),,,,,,,중도석유㈜,,7-137,36.36202827,127.3776803,2020-06-30,3660000,대전광역시 서구
하마세차장,대전광역시,서구,자동차수리업,,대전광역시 서구 도솔로 426(탄방동),,,,,,,안검지,,7-138,36.34319575,127.3916071,2020-06-30,3660000,대전광역시 서구
운주카서비스,대전광역시,서구,자동차수리업,,대전광역시 서구 변동중로 34(도마동),,,,,,,최민규,,7-147,36.32776799,127.3734654,2020-06-30,3660000,대전광역시 서구
강군클린,대전광역시,서구,주유소운영업,,대전광역시 서구 유등로 659(탄방동),,,,,,,강태욱,,7-150,36.34576572,127.4014407,2020-06-30,3660000,대전광역시 서구
대륙카크리닉,대전광역시,서구,자동차수리업,,대전광역시 서구 가장로 126(가장동),,,,,,,최인하,,7-127,36.33252334,127.3868357,2020-06-30,3660000,대전광역시 서구
가득주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 갈마로 322(가장동),,,,,,,윤희성,,7-126,36.32899435,127.3868271,2020-06-30,3660000,대전광역시 서구
스마일카셀프세차장,대전광역시,서구,자동차수리업,,대전광역시 서구 괴정로 93(괴정동),,,,,,,배재문,,7-152,36.3391388,127.3839129,2020-06-30,3660000,대전광역시 서구
큰마을카센타,대전광역시,서구,자동차수리업,,대전광역시 서구 괴정로 14(괴정동),,,,,,,차주일,,7-154,36.340179,127.3759509,2020-06-30,3660000,대전광역시 서구
도마동주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 계백로 1371(도마동),,,,,,,중도석유㈜,,7-155,36.3108922,127.3743556,2020-06-30,3660000,대전광역시 서구
정림,대전광역시,서구,주유소운영업,,대전광역시 서구 계백로 1277(정림동),,,,,,,정인천,,7-184,36.3081397,127.3647003,2020-06-30,3660000,대전광역시 서구
행운카셀프세차장,대전광역시,서구,자동차세차업,,대전광역시 서구 계룡로 526(괴정동),,,,,,,최종임,,7-164,36.34302081,127.3821634,2020-06-30,3660000,대전광역시 서구
카젠변동점,대전광역시,서구,자동차수리업,,대전광역시 서구 변동로 91-1(변동),,,,,,,김영균,,7-173,36.3243372,127.3831351,2020-06-30,3660000,대전광역시 서구
SK에너지㈜(SK둔산주유소),대전광역시,서구,주유소운영업,,대전광역시 서구 둔산로 139(둔산동),,,,,,,대표이사,,7-187,36.3515038,127.3895243,2020-06-30,3660000,대전광역시 서구
SK네트웍스㈜(대전청사주유소),대전광역시,서구,주유소운영업,,대전광역시 서구 대덕대로 188(둔산동),,,,,,,대표이사,,7-185,36.34968517,127.3778747,2020-06-30,3660000,대전광역시 서구
구도일주유소 한밭,대전광역시,서구,주유소운영업,,대전광역시 서구 문정로 3(둔산동),,,,,,,김정희 외 1인,,7-188,36.3452601,127.3802686,2020-06-30,3660000,대전광역시 서구
창운교통(주),대전광역시,서구,시내버스운송업,,대전광역시 서구 계백로 1400(도마동),,,,,,,김성태,,7-189,36.3114005,127.3773463,2020-06-30,3660000,대전광역시 서구
우리동네주유소,대전광역시,서구,주유소운영업AC51:AJ51,,대전광역시 서구 청사로 224(둔산동),,,,,,,이현승,,7-193,36.3594055,127.3887261,2020-06-30,3660000,대전광역시 서구
올림픽타이어,대전광역시,서구,자동차수리업,,대전광역시 서구 괴정로 185(용문동),,,,,,,배길환,,7-195,36.33321202,127.3912145,2020-06-30,3660000,대전광역시 서구
신진광택,대전광역시,서구,자동차세차업,,대전광역시 서구 계룡로232번길 60(월평동),,,,,,,김택문,,7-196,36.34901336,127.3547641,2020-06-30,3660000,대전광역시 서구
대전가스충전소,대전광역시,서구,차량용가스충전업,,대전광역시 서구 도산로 218(변동),,,,,,,이호안,,7-200,36.32742009,127.3809494,2020-06-30,3660000,대전광역시 서구
가장주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 갈마로 321(가장동),,,,,,,중도석유㈜,,7-201,36.3292231,127.3872962,2020-06-30,3660000,대전광역시 서구
창현주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 계백로 838(관저동),,,,,,,최경자,,7-324,36.29439858,127.3215362,2020-06-30,3660000,대전광역시 서구
GS내동주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 대덕대로 24(내동),,,,,,,성기택,,7-202,36.3358718,127.3731704,2020-06-30,3660000,대전광역시 서구
주식회사 가수원하늘셀프주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 계백로 1176(가수원동),,,,,,,심영진,,7-222,36.3050621,127.3544384,2020-06-30,3660000,대전광역시 서구
대한광택,대전광역시,서구,자동차수리업,,대전광역시 서구 계룡로232번길 155(월평동),,,,,,,고기민,,7-221,36.3447938,127.3549758,2020-06-30,3660000,대전광역시 서구
카프로,대전광역시,서구,자동차수리업,,대전광역시 서구 배재로 38-1(도마동),,,,,,,이번섭,,7-226,36.3124497,127.3690008,2020-06-30,3660000,대전광역시 서구
신용카센타,대전광역시,서구,자동차수리업,,대전광역시 서구 탄방로 48(탄방동),,,,,,,김홍식,,7-227,36.34290313,127.3918396,2020-06-30,3660000,대전광역시 서구
현대오일뱅크㈜직영신대전셀프주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 도산로 213(변동),,,,,,,대표이사,,7-229,36.3273211,127.3800118,2020-06-30,3660000,대전광역시 서구
일호차정비센터,대전광역시,서구,자동차수리업,,대전광역시 서구 계백로 1265(정림동),,,,,,,전의용,,7-231,36.30778913,127.363425,2020-06-30,3660000,대전광역시 서구
창성가스,대전광역시,서구,차량용가스충전업,,대전광역시 서구 갈마로 335(가장동),,,,,,,김도경,,7-233,36.3283738,127.3884634,2020-06-30,3660000,대전광역시 서구
(주)우전에너지(대솔밭주유소),대전광역시,서구,주유소운영업,,대전광역시 서구 계백로 902(관저동),,,,,,,대표이사,,7-235,36.29893105,127.3250506,2020-06-30,3660000,대전광역시 서구
백산주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 동서대로 1068(변동),,,,,,,변경구,,7-236,36.3292887,127.3793756,2020-06-30,3660000,대전광역시 서구
(자)제일택시,대전광역시,서구,택시운송업,,대전광역시 서구 도산로 480(용문동),,,,,,,김광민,,7-238,36.343832,127.4016268,2020-06-30,3660000,대전광역시 서구
㈜대전개인택시충전소월평지점,대전광역시,서구,자동차수리업,,대전광역시 서구 월드컵대로484번길 82-59(월평동),,,,,,,대표이사,,7-239,36.34657183,127.3527969,2020-06-30,3660000,대전광역시 서구
경호모터스,대전광역시,서구,자동차수리업,,대전광역시 서구 갈마로 325(가장동),,,,,,,김호기,,7-240,36.3289744,127.387732,2020-06-30,3660000,대전광역시 서구
형제광택,대전광역시,서구,자동차세차업,,대전광역시 서구 월드컵대로484번길 17(월평동),,,,,,,백진우,,7-241,36.34910324,127.3536671,2020-06-30,3660000,대전광역시 서구
(주)한스글로벌,대전광역시,서구,자동차수리업,,대전광역시 서구 혜천로 34(정림동),,,,,,,대표이사,,7-244,36.30644309,127.3697813,2020-06-30,3660000,대전광역시 서구
화이트셀프세차,대전광역시,서구,자동차세차업,,대전광역시 서구 도산로 250(가장동),,,,,,,이종원,,7-247,36.32957315,127.3828573,2020-06-30,3660000,대전광역시 서구
상상(남산세차장),대전광역시,서구,주유소운영업,,대전광역시 서구 도산로 446(용문동),,,,,,,박성규,,7-251,36.34195491,127.3984623,2020-06-30,3660000,대전광역시 서구
센트럴샵 세차타운,대전광역시,서구,자동차세차업,,대전광역시 서구 혜천로 24(정림동),,,,,,,조정영,,7-253,36.3070466,127.3696242,2020-06-30,3660000,대전광역시 서구
우리셀프세차장,대전광역시,서구,자동차세차업,,대전광역시 서구 도산로 216(변동),,,,,,,정재달,,7-255,36.32717938,127.3806527,2020-06-30,3660000,대전광역시 서구
한용카센타,대전광역시,서구,자동차수리업,,대전광역시 서구 용화4길 67(도마동),,,,,,,송인수,,7-258,36.3219298,127.3763192,2020-06-30,3660000,대전광역시 서구
장미셀프세차,대전광역시,서구,자동차세차업,,대전광역시 서구 탄방로 39(탄방동),,,,,,,권두원,,7-259,36.34380164,127.3915165,2020-06-30,3660000,대전광역시 서구
"엑스퍼트전문광택,셀프세차장",대전광역시,서구,자동차세차업,,대전광역시 서구 가장로 37(괴정동),,,,,,,이민규,,7-262,36.33854565,127.3804336,2020-06-30,3660000,대전광역시 서구
엔탑,대전광역시,서구,자동차세차업,,대전광역시 서구 갈마중로8번길 13(갈마동),,,,,,,김재희,,7-263,36.34699764,127.3704679,2020-06-30,3660000,대전광역시 서구
믿음카서비스,대전광역시,서구,자동차수리업,,대전광역시 서구 동서대로 1081(내동),,,,,,,고영규,,7-265,36.3290967,127.3810315,2020-06-30,3660000,대전광역시 서구
미주자동차나라,대전광역시,서구,자동차수리업,,대전광역시 서구 갈마로 129(갈마동),,,,,,,김경민,,7-264,36.34170313,127.3725435,2020-06-30,3660000,대전광역시 서구
서정LPG충전소,대전광역시,서구,자동차세차업,,대전광역시 서구 계백로 1332(정림동),,,,,,,안홍재,,7-266,36.30930048,127.3701572,2020-06-30,3660000,대전광역시 서구
혜천셀프주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 혜천로 28(정림동),,,,,,,임재홍,,7-268,36.3066101,127.3697424,2020-06-30,3660000,대전광역시 서구
골든24시셀프세차,대전광역시,서구,자동차세차업,,대전광역시 서구 도산로 116(도마동),,,,,,,민영식,,7-269,36.3187497,127.3782935,2020-06-30,3660000,대전광역시 서구
기능세차장,대전광역시,서구,자동차세차업,,대전광역시 서구 월드컵대로484번안길 21(월평동),,,,,,,손용혁,,7-271,36.3460867,127.3550754,2020-06-30,3660000,대전광역시 서구
타이어반값,대전광역시,서구,자동차세차업,,대전광역시 서구 계백로 1301-1(정림동),,,,,,,김의규,,7-273,36.30883828,127.3669053,2020-06-30,3660000,대전광역시 서구
중앙광택,대전광역시,서구,자동차세차업,,대전광역시 서구 월드컵대로484번길 35-7(월평동),,,,,,,장욱만,,7-275,36.34858938,127.3543169,2020-06-30,3660000,대전광역시 서구
손오공광택세차장,대전광역시,서구,자동차세차업,,대전광역시 서구 계룡로232번길 53(월평동),,,,,,,손동근,,7-277,36.34935445,127.3552628,2020-06-30,3660000,대전광역시 서구
행운셀프,대전광역시,서구,자동차세차업,,대전광역시 서구 복수동로73번길 46(복수동),,,,,,,윤경순,,7-278,36.29651128,127.3803519,2020-06-30,3660000,대전광역시 서구
초록세차장,대전광역시,서구,자동차세차업,,대전광역시 서구 복수동로 78(복수동),,,,,,,임귀례,,7-280,36.2974459,127.3777645,2020-06-30,3660000,대전광역시 서구
엘림광택세차장,대전광역시,서구,자동차수리업,,대전광역시 서구 계룡로232번길 31(월평동),,,,,,,윤순희,,7-282,36.34980502,127.355256,2020-06-30,3660000,대전광역시 서구
OK광택세차장,대전광역시,서구,자동차수리업,,대전광역시 서구 계룡로232번길 31(월평동),,,,,,,이두영,,7-283,36.34980502,127.355256,2020-06-30,3660000,대전광역시 서구
전성세차장,대전광역시,서구,자동차수리업,,대전광역시 서구 괴정로 110(괴정동),,,,,,,김영배,,7-285,36.33774954,127.3847942,2020-06-30,3660000,대전광역시 서구
삼팔광택,대전광역시,서구,자동차수리업,,대전광역시 서구 계룡로232번길 59(월평동),,,,,,,노서규,,7-284,36.34930935,127.3558687,2020-06-30,3660000,대전광역시 서구
대전광택,대전광역시,서구,자동차수리업,,대전광역시 서구 계룡로232번길 87(월평동),,,,,,,조영걸,,7-286,36.347801,127.355189,2020-06-30,3660000,대전광역시 서구
갤러리카크리닉,대전광역시,서구,자동차수리업,,대전광역시 서구 도솔로 221(내동),,,,,,,이창근,,7-288,36.3301255,127.3757576,2020-06-30,3660000,대전광역시 서구
킹캅손세차장,대전광역시,서구,자동차세차업,,대전광역시 서구 갈마로 146(괴정동),,,,,,,조태준,,7-287,36.34039564,127.3733519,2020-06-30,3660000,대전광역시 서구
영은카서비스,대전광역시,서구,자동차수리업,,대전광역시 서구 벌곡로 1372(가수원동),,,,,,,김훈,,7-291,36.3037402,127.3540895,2020-06-30,3660000,대전광역시 서구
중경손세차장,대전광역시,서구,자동차세차업,,대전광역시 서구 갈마로 121(갈마동),,,,,,,조종대,,7-292,36.34233582,127.3719265,2020-06-30,3660000,대전광역시 서구
금성광택,대전광역시,서구,자동차세차업,,대전광역시 서구 월드컵대로484번길 45(월평동),,,,,,,빈원식,,7-293,36.347689,127.3540611,2020-06-30,3660000,대전광역시 서구
HD모터스,대전광역시,서구,자동차수리업,,대전광역시 서구 도산로 397(탄방동),,,,,,,고현덕,,7-295,36.3393006,127.3940509,2020-06-30,3660000,대전광역시 서구
서남부주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 계백로 1259(정림동),,,,,,,대표이사,,7-297,36.30759315,127.3626758,2020-06-30,3660000,대전광역시 서구
영덴트세차,대전광역시,서구,자동차수리업,,대전광역시 서구 계룡로 328(갈마동),,,,,,,권영훈,,7-298,36.35392671,127.3655176,2020-06-30,3660000,대전광역시 서구
세븐카,대전광역시,서구,자동차수리업,,대전광역시 서구 괴정로 128(괴정동),,,,,,,조준구,,7-299,36.336613,127.3862455,2020-06-30,3660000,대전광역시 서구
월드마스터,대전광역시,서구,자동차수리업,,대전광역시 서구 혜천로 22(정림동),,,,,,,정규성,,7-300,36.30714529,127.368851,2020-06-30,3660000,대전광역시 서구
유한회사?오름,대전광역시,서구,주유소운영업,,대전광역시 서구 배재로 218(도마동),,,,,,,최정수,,7-301,36.3278185,127.3707307,2020-06-30,3660000,대전광역시 서구
배재로주유소(주),대전광역시,서구,주유소운영업,,대전광역시 서구 배재로 210(도마동),,,,,,,법인대표?김영수,,7-303,36.3272687,127.3707011,2020-06-30,3660000,대전광역시 서구
용문주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 도산로 336(용문동),,,,,,,김원길,,7-304,36.3350093,127.3896373,2020-06-30,3660000,대전광역시 서구
대전모터스,대전광역시,서구,세차업,,대전광역시 서구 변동중로 80(변동),,,,,,,김환태,,7-306,36.3299127,127.3780858,2020-06-30,3660000,대전광역시 서구
대전광역시 도로관리소 및 품질시험실,대전광역시,서구,관공서,,대전광역시 서구 복수북로 11,,,,,,,시장,,7-310,36.30855211,127.3720243,2020-06-30,3660000,대전광역시 서구
신형카센타,대전광역시,서구,세차업,,대전광역시 서구 도산로314번길 100(가장동),,,,,,,신형철,,7-312,36.3305441,127.3914192,2020-06-30,3660000,대전광역시 서구
현모터스,대전광역시,서구,세차업,,대전광역시 서구 도산로 122(도마동),,,,,,,김현,,7-314,36.31952412,127.3780185,2020-06-30,3660000,대전광역시 서구
24시열린셀프세차장,대전광역시,서구,자동차세차업,,대전광역시 서구 계룡로232번길 31(월평동),,,,,,,박영춘,,7-315,36.34980502,127.3552535,2020-06-30,3660000,대전광역시 서구
한마음모터스,대전광역시,서구,자동차세차업,,대전광역시 서구 괴정로 200-1(가장동),,,,,,,황경철,,7-316,36.331845,127.3920079,2020-06-30,3660000,대전광역시 서구
에스더블유기업주식회사,대전광역시,서구,자동차정비업,,대전광역시 서구 계룡로232번길 149(월평동),,,,,,,대표이사,,7-317,36.34514811,127.3551324,2020-06-30,3660000,대전광역시 서구
드림카클리닉,대전광역시,서구,자동차정비업,,대전광역시 서구 유등로 55-4(복수동),,,,,,,이덕훈,,7-318,36.298267,127.3814288,2020-06-30,3660000,대전광역시 서구
선진주유소,대전광역시,서구,주유소운영업,,대전광역시 서구 배재로 205(도마동),,,,,,,우대구,,7-320,36.3268773,127.3701691,2020-06-30,3660000,대전광역시 서구
타이어프로도마점,대전광역시,서구,자동차세차업,,대전광역시 서구 배재로 199(도마동),,,,,,,정동영,,7-321,36.32633264,127.3702154,2020-06-30,3660000,대전광역시 서구
㈜지엔에스 도안신도시충전소,대전광역시,서구,차량용가스충전업,,대전광역시 서구 계백로 1249번길 27(정림동),,,,,,,박선령,,7-322,36.30727054,127.3596859,2020-06-30,3660000,대전광역시 서구
애니카크리닉,대전광역시,서구,자동차수리업,,대전광역시 서구 도산로 294(가장동),,,,,,,한상화,,7-323,36.33245675,127.3862888,2020-06-30,3660000,대전광역시 서구
씨앤에스유통㈜구도일주유소 도안신도시,대전광역시,서구,차량용주유소운영업,,대전광역시 서구 도안동로 277(도안동),,,,,,,대표이사,,7-326,36.32962767,127.3472791,2020-06-30,3660000,대전광역시 서구
21세기세차장,대전광역시,서구,자동차수리업,,대전광역시 서구 갈마로 144-1(괴정동),,,,,,,양진형,,7-327,36.34050416,127.3732322,2020-06-30,3660000,대전광역시 서구
차광택주차장,대전광역시,서구,세차업,,대전광역시 서구 계룡로491번길 66(둔산동),,,,,,,배상운,,7-328,36.34760239,127.382178,2020-06-30,3660000,대전광역시 서구
둔산세강세차장,대전광역시,서구,세차업,,대전광역시 서구 둔산동 1325,,,,,,,권영기,,7-329,36.353373,127.381329,2020-06-30,3660000,대전광역시 서구
세이프모터스,대전광역시,서구,세차업,,대전광역시 서구 신갈마로 212(갈마동),,,,,,,이성진,,7-330,36.3523447,127.3688715,2020-06-30,3660000,대전광역시 서구
감동세차장,대전광역시,서구,세차업,,대전광역시 서구 도안남로 143(관저동),,,,,,,정동희,,7-332,36.30491675,127.3361158,2020-06-30,3660000,대전광역시 서구
무성모터스,대전광역시,서구,세차업,,대전광역시 서구 도솔로 411번길 7(탄방동),,,,,,,박준우,,7-333,36.3426026,127.3900129,2020-06-30,3660000,대전광역시 서구
수정셀프세차장,대전광역시,서구,세차업,,대전광역시 서구 신갈마로149(갈마동),,,,,,,송치순,,7-334,36.346947,127.3680809,2020-06-30,3660000,대전광역시 서구
CRAZY WASH,대전광역시,서구,세차업,,대전광역시 서구 도산로467,,,,,,,최부원,,7-336,36.3436406,127.3998637,2020-06-30,3660000,대전광역시 서구
서산카센타,대전광역시,서구,자동차수리업,,대전광역시 서구 도솔로42,,,,,,,손장현,,7-337,36.31430313,127.3738623,2020-06-30,3660000,대전광역시 서구
카멜레온 디테일,대전광역시,서구,세차업,,대전광역시 서구 갈마로 175-1,,,,,,,김성진,,7-338,36.3386603,127.3760956,2020-06-30,3660000,대전광역시 서구
로얄카크리닉,대전광역시,서구,세차업,,대전광역시 서구 갈마로203번길18(괴정동),,,,,,,김정연,,7-339,36.3372054,127.3789945,2020-06-30,3660000,대전광역시 서구
중부모터스㈜,대전광역시,서구,세차업,,대전광역시 서구 벌곡로1358(가수원동),,,,,,,대표이사,,7-340,36.30248537,127.3554332,2020-06-30,3660000,대전광역시 서구
든든카,대전광역시,서구,세차업,,대전광역시 서구 조달청길49(도마동),,,,,,,김종만,,7-341,36.31951683,127.3746113,2020-06-30,3660000,대전광역시 서구
모던카센타,강원도,강릉시,정비업소,손세차,강원도 강릉시 강릉대로 281,,,,,,,,033-647-8090,523,37.7625179714,128.8995353903,2020-07-09,4200000,강원도 강릉시
사계절 손 세차장,대전광역시,서구,세차업,,대전광역시 서구 도산로21(도마동),,,,,,,전진하,,7-342,36.311608,127.3826007,2020-06-30,3660000,대전광역시 서구
워시존 관저점,대전광역시,서구,세차업,,대전광역시 서구 도안대로 59(관저동),,,,,,,송중섭,,7-343,36.30683911,127.3344628,2020-06-30,3660000,대전광역시 서구
안전셀프세차장,대전광역시,서구,세차업,,대전광역시 서구 변동중로 59,,,,,,,박천일,,7-344,36.32936828,127.3758297,2020-06-30,3660000,대전광역시 서구
투엑스원 대전점,대전광역시,서구,세차업,,대전광역시 서구 계룡로 332-2(갈마동),,,,,,,임현,,7-345,36.3539171,127.3657737,2020-06-30,3660000,대전광역시 서구
희주광택,대전광역시,서구,세차업,,대전광역시 서구 월드컵대로484번안길 34,,,,,,,박희주,,7-346,36.34559437,127.355375,2020-06-30,3660000,대전광역시 서구
심쿵디테일링 세차장,대전광역시,서구,세차업,,"대전광역시 서구 도안동로 10, 101호",,,,,,,김임순,,7-347,36.30611443,127.353303,2020-06-30,3660000,대전광역시 서구
둔산감동손세차,대전광역시,서구,세차업,,대전광역시 서구 도솔로 422,,,,,,,유건호,,7-350,36.3428666,127.3913474,2020-06-30,3660000,대전광역시 서구
맥아더셀프세차장,대전광역시,서구,세차업,,대전광역시 서구 도안동로12번길 34,,,,,,,이재연,,7-351,36.306563,127.3546189,2020-06-30,3660000,대전광역시 서구
손오공손세차,대전광역시,서구,세차업,,대전광역시 서구 도솔로 419,,,,,,,마기점,,7-352,36.34327399,127.3908322,2020-06-30,3660000,대전광역시 서구
상환손세차,대전광역시,서구,세차업,,대전광역시 서구 신갈마로 130(갈마동),,,,,,,김상환,,7-354,36.34527967,127.3688214,2020-06-30,3660000,대전광역시 서구
톰슨워시하우스,서울특별시,노원구,셀프세차,셀프세차,서울특별시 노원구 동일로243길 42 (상계동),,,,,,,백경한,02-932-5352,15-Jan,37.6789060438,127.053003,2020-07-01,3100000,서울특별시 노원구
(주)노일가스,서울특별시,노원구,충전소,자동세차,서울특별시 노원구 동일로 1601 (상계동),,,,,,,대표이사,02-934-8851,14-Jan,37.6715493407,127.0554414787,2020-07-01,3100000,서울특별시 노원구
